"Part Numbers","Manufacturer","Description","Unit Cost","Currency","Created By","Modified By","ID"
"6SL3210-1KE17-5AF1","Siemens","SINAMICS G120-(General Purpose)- 3KW, 4HP, PROFINET, INTEGRATED FILTER","1,534.50","CAD","Bradley, Tyler","Bradley, Tyler","488"
"6SL3255-0AA00-4CA1","Siemens","G120 BASIC OPERATOR PANEL","44.42","CAD","Bradley, Tyler","Bradley, Tyler","489"
"6SL3201-0BE21-0AA0","Siemens","G120 BRAKING RESISTOR, 1400 OHMS, 0.2KW THERMAL SWITCH, FOR 2.2-4KW DRIVES","148","CAD","Bradley, Tyler","Bradley, Tyler","490"
"6SL3544-0FB20-1FA0","Siemens","PROFINET G120D STANDARD COMMUNICATIONS MODULE","651.28","CAD","Bradley, Tyler","Bradley, Tyler","491"
"6SL3544-0FB21-1FA0","Siemens","PROFINET G120D SAFE COMMUNICATIONS MODULE","839.69","CAD","Bradley, Tyler","Bradley, Tyler","492"
"6SL3546-0FB21-1FA0","Siemens","PROFINET G120D SAFE COMMUNICATIONS MODULE w/ ON-BOARD POS.","1,743.50","CAD","Bradley, Tyler","Bradley, Tyler","493"
"6SL3525-0PE17-5AA1","Siemens","1hp G120D PM250D POWER MODULE","655.82","CAD","Bradley, Tyler","Bradley, Tyler","494"
"6SL3525-0PE21-5AA1","Siemens","1.5hp G120D PM250D POWER MODULE","1,435.50","CAD","Bradley, Tyler","Bradley, Tyler","495"
"6SL3525-0PE23-0AA1","Siemens","4hp G120D PM250D POWER MODULE","1,283.16","CAD","Bradley, Tyler","Bradley, Tyler","496"
"6SL3525-0PE24-0AA1","Siemens","5hp G120D PM250D POWER MODULE","2,590.50","CAD","Bradley, Tyler","Bradley, Tyler","497"
"6SL3525-0PE25-5AA1","Siemens","7.5hp G120D PM250D POWER MODULE","3,239.50","CAD","Bradley, Tyler","Bradley, Tyler","498"
"6SL3525-0PE27-5AA1","Siemens","10hp G120D PM250D POWER MODULE","3,993","CAD","Bradley, Tyler","Bradley, Tyler","499"
"281E-F12Z-10A-RRG","Allen-Bradley","281E ArmorStart EtherNet/IP for Automotives EtherNet/IPUL Type 4 /12 and IP 67,Current Range 0.24 - 1.2 A","1,257.60","USD","Bradley, Tyler","Bradley, Tyler","500"
"281E-F12Z-10B-RRG","Allen-Bradley","281E ArmorStart EtherNet/IP for Automotives EtherNet/IPUL Type 4 /12 and IP 67,Current Range 0.5 - 2.5 A","1,257.60","USD","Bradley, Tyler","Bradley, Tyler","501"
"281E-F12Z-10C-RRG","Allen-Bradley","281E ArmorStart EtherNet/IP for Automotives EtherNet/IPUL Type 4 /12 and IP 67,Current Range 1.1 - 5.5 A","1,222.47","USD","Bradley, Tyler","Bradley, Tyler","502"
"281E-F23Z-10D-RRG","Allen-Bradley","281E ArmorStart EtherNet/IP for Automotives EtherNet/IPUL Type 4 /12 and IP 67,Current Range 3.0 - 16 A","1,392.90","USD","Bradley, Tyler","Bradley, Tyler","503"
"2198-H040-DP-T","Allen-Bradley","T Connectors for Bus & Control Power","90.42","USD","Bradley, Tyler","Bradley, Tyler","504"
"2198-DB20-F","Allen-Bradley","Kinetix 5700 Line Filter, 20A","234.01","USD","Bradley, Tyler","Bradley, Tyler","505"
"2198-KITCON-D032-L","Allen-Bradley","Kinetix 5700 ERS4 Series A and ERS3 Series B Connector Kit Dual Axis 55mm","185.25","USD","Bradley, Tyler","Bradley, Tyler","506"
"2090-CPBM7DF-14AF20","Allen-Bradley","Motor Power With Brake Wires, SpeedTec DIN Connector, Drive end, Flying lead, Continuous Flex, 14AWG, 20M","750","USD","Bradley, Tyler","Bradley, Tyler","507"
"2090-CPBM7DF-14AF09","Allen-Bradley","Motor Power With Brake Wires, SpeedTec DIN Connector, Drive end, Flying lead, Continuous Flex, 14AWG, 9M","443.87","USD","Bradley, Tyler","Bradley, Tyler","508"
"2090-CPBM7DF-14AF03","Allen-Bradley","Motor Power With Brake Wires, SpeedTec DIN Connector, Drive end, Flying lead, Continuous Flex, 14AWG, 3M","281.95","USD","Bradley, Tyler","Bradley, Tyler","509"
"Misc Wiring","Miscellaneous","Misc. wiring","250","USD","Bradley, Tyler","Bradley, Tyler","510"
"6SL3000-0HE15-0AA0","Siemens","LINE FILTER, 5kw (part number was 16kw filter)","253.18","CAD","Bradley, Tyler","Bradley, Tyler","511"
"6SL3130-6AE15-0AB1","Siemens","SINAMICS S120 5kw SMART LINE MODULE INPUT: 3AC 380-480V, 50/60HZ OUTPUT: 600VDC, 8.3A","914.6","CAD","Bradley, Tyler","Bradley, Tyler","512"
"6SL3040-1MA01-0AA0","Siemens","SINAMICS CONTROL UNIT CU320-2 PN WITHOUT COMPACT FLASH CARD","931.68","CAD","Bradley, Tyler","Bradley, Tyler","513"
"6SL3054-0FC31-1BA0-Z F01","Siemens","SINAMICS S120 CompactFlash card incl. performance expansion incl. licensing (Certificate of License, stored on the card) V5.2 Service Pack 3 F01: 1x Safety license Extended Functions","1,221.55","CAD","Bradley, Tyler","Bradley, Tyler","514"
"6SL3054-0FC31-1BA0-Z F06","Siemens","SINAMICS S120 CompactFlash card incl. performance expansion incl. licensing (Certificate of License, stored on the card) V5.2 Service Pack 3 F06: 6x Safety license Extended Functions","2,931.50","CAD","Bradley, Tyler","Bradley, Tyler","515"
"6SL3120-1TE21-0AD0","Siemens","SINGLE MOTOR MODULE 9A ","1,238","CAD","Bradley, Tyler","Bradley, Tyler","516"
"6SL3120-1TE15-0AD0","Siemens","SINAMICS S120 DC/AC - Booksize, D type, Single Motor Module, 5 amp","1,161","CAD","Bradley, Tyler","Bradley, Tyler","517"
"6SL3162-2MB00-0AC0","Siemens","Power connector (X1) with push-in connection","28","CAD","Bradley, Tyler","Bradley, Tyler","518"
"1FK7032-2AK71-1BB0","Siemens","SIMOTICS S - 1FK7, Compact, Static torque 1.15 Nm, Motor power 0.500 kW, Rated speed 6000 rpm, Shaft height 36.0 mm, Self-cooling (IC410","2,311.29","CAD","Bradley, Tyler","Bradley, Tyler","519"
"1FK7063-2AF71-1BB0","Siemens","SIMOTICS S - 1FK7, Compact, Static torque 11 Nm, Motor power 2.3 kW, Rated speed 3000 rpm, Shaft height 63.0 mm, Self-cooling (IC410","3,046.95","CAD","Bradley, Tyler","Bradley, Tyler","520"
"6FX5002-5DN06-1CA0","Siemens","power cable for both above motors, regular flex, 20 meters ","367.28","CAD","Bradley, Tyler","Bradley, Tyler","521"
"6FX5002-2DC10-1CA0","Siemens","Drive Cliq encoder feedback cable, regular flex, 20 meters","272.3","CAD","Bradley, Tyler","Bradley, Tyler","522"
"6SL3000-0CE15-0AA0","Siemens","5kw line reactor for 5kw Smart Line Module","185.43","CAD","Bradley, Tyler","Bradley, Tyler","523"
"2198-P031","Allen-Bradley","5700 10A DC Bus Supply","1,486.30","USD","Bradley, Tyler","Bradley, Tyler","524"
"2198-P070","Allen-Bradley","5700 27A DC Bus Supply","1,672.05","USD","Bradley, Tyler","Bradley, Tyler","525"
"2198-H040-ADP-IN","Allen-Bradley","K5500 FR1,2 input connectors","82.06","USD","Bradley, Tyler","Bradley, Tyler","526"
"2198-H040-AP-T","Allen-Bradley","K5500 FR1,2 AC control conn","126.13","USD","Bradley, Tyler","Bradley, Tyler","527"
"2198-D006-ERS4","Allen-Bradley","1.4KW 5700 Dual Axis Safe Speed Drive (small)","2,738.35","USD","Bradley, Tyler","Bradley, Tyler","528"
"2198-D020-ERS4","Allen-Bradley","4.4KW 5700 Dual Axis Safe Speed Drive (medium)","3,142.24","USD","Bradley, Tyler","Bradley, Tyler","529"
"2198-D032-ERS4","Allen-Bradley","7.1KW 5700 Dual Axis Safe Speed Drive (large)","3,376.49","USD","Bradley, Tyler","Bradley, Tyler","530"
"2090-CSBM1DE-14AF15","Allen-Bradley","Kinetix Cable Single DSL 2090 Series","560.97","USD","Bradley, Tyler","Bradley, Tyler","531"
"2090-CSBM1DE-14AF25","Allen-Bradley","Kinetix Cable Single DSL 2090 Series","828.5","CAD","Bradley, Tyler","Bradley, Tyler","532"
"2090-CSBM1DE-14AF30","Allen-Bradley","Kinetix Cable Single DSL 2090 Series","962.27","CAD","Bradley, Tyler","Bradley, Tyler","533"
"2198-KITCON-DSL","Allen-Bradley","connector kit","56.07","CAD","Bradley, Tyler","Bradley, Tyler","534"
"VPL-B1153E-PK14AA","Allen-Bradley","Kinetix VP Low Inertia Servo Motor","1,838.96","CAD","Bradley, Tyler","Bradley, Tyler","535"
"VPL-B1653D-QK12AA","Allen-Bradley","Kinetix VP Low Inertia Servo Motor","2,833.36","CAD","Bradley, Tyler","Bradley, Tyler","536"
"VPL-B1654D-PK14AA","Allen-Bradley","Kinetix VP Low Inertia Servo Motor","3,698.28","CAD","Bradley, Tyler","Bradley, Tyler","537"
"7000-14541-7960150","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch1.5m ","16.72","USD","Bradley, Tyler","Bradley, Tyler","538"
"7000-14541-7960300","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch3m ","22.15","USD","Bradley, Tyler","Bradley, Tyler","539"
"7000-14541-7960400","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch4m ","30.4","USD","Bradley, Tyler","Bradley, Tyler","540"
"7000-14541-7960500","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch5m ","26.03","USD","Bradley, Tyler","Bradley, Tyler","541"
"7000-14541-7960750","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch7.5m ","41.67","USD","Bradley, Tyler","Bradley, Tyler","542"
"7000-14541-7961000","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch10m ","53.05","USD","Bradley, Tyler","Bradley, Tyler","543"
"7000-14541-7961500","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch15m ","71.74","USD","Bradley, Tyler","Bradley, Tyler","544"
"7000-14541-7962000","Murrelektronik","M12 MALE,0Â° SHIELDED, D CODED, ETHERNET  PUR 2x2xAWG22 shielded green UL, CSA + drag ch20m ","96.34","USD","Bradley, Tyler","Bradley, Tyler","545"
"7700-74718-S4W0030","Murrelektronik","RJ45 male 0Â° / RJ45 male 0Â°, Gigabit  TPE 4x2x24AWG SF/UTP CAT5e blue UL/CSA, CM 0,3m ","12.99","USD","Bradley, Tyler","Bradley, Tyler","546"
"7700-74718-S4W0200","Murrelektronik","RJ45 male 0Â° / RJ45 male 0Â°, Gigabit  TPE 4x2x24AWG SF/UTP CAT5e blue UL/CSA, CM 2m ","17.4","USD","Bradley, Tyler","Bradley, Tyler","547"
"7700-74718-S4W0500","Murrelektronik","RJ45 male 0Â° / RJ45 male 0Â°, Gigabit  TPE 4x2x24AWG SF/UTP CAT5e blue UL/CSA, CM 5m ","23.52","USD","Bradley, Tyler","Bradley, Tyler","548"
"7700-74718-S4W1000","Murrelektronik","RJ45 male 0Â° / RJ45 male 0Â°, Gigabit  TPE 4x2x24AWG SF/UTP CAT5e blue UL/CSA, CM 10m ","38.11","USD","Bradley, Tyler","Bradley, Tyler","549"
"7700-74718-S4W1500","Murrelektronik","RJ45 male 0Â° / RJ45 male 0Â°, Gigabit  TPE 4x2x24AWG SF/UTP CAT5e blue UL/CSA, CM 15m ","47.38","USD","Bradley, Tyler","Bradley, Tyler","550"
"7700-74718-S4W2500","Murrelektronik","RJ45 male 0Â° / RJ45 male 0Â°, Gigabit TPE 4x2x24AWG SF/UTP CAT5e bu UL/CSA, CM 25m  ","73.15","USD","Bradley, Tyler","Bradley, Tyler","551"
"7000-48001-2920060","Murrelektronik","M12 MALE 0Â° / M12 Female 0Â° 8 POLE  PUR 8x0,25 GRAY, drag  ch 0.6m ","28.98","USD","Bradley, Tyler","Bradley, Tyler","552"
"7000-48001-2920200","Murrelektronik","M12 MALE 0Â° / M12 Female 0Â° 8 POLE  PUR 8x0,25 GRAY, drag  ch 2m ","34.3","USD","Bradley, Tyler","Bradley, Tyler","553"
"7000-48001-2920500","Murrelektronik","M12 MALE 0Â° / M12 Female 0Â° 8 POLE  PUR 8x0,25 GRAY, drag  ch 5m ","40.37","USD","Bradley, Tyler","Bradley, Tyler","554"
"7000-48001-2921000","Murrelektronik","M12 MALE 0Â° / M12 Female 0Â° 8 POLE  PUR 8x0,25 GRAY, drag  ch 10m (Stacklight)","44.33","USD","Bradley, Tyler","Bradley, Tyler","555"
"7000-17041-2920500","Murrelektronik","M12 Female 0Â°  PUR 8x0,25 GRAY, drag  ch 5m ","20.56","USD","Bradley, Tyler","Bradley, Tyler","556"
"7000-17041-2921000","Murrelektronik","M12 Female 0Â°  PUR 8x0,25 GRAY, drag  ch 10m ","26.86","USD","Bradley, Tyler","Bradley, Tyler","557"
"7000-17041-2921500","Murrelektronik","M12 Female 0Â°  PUR 8x0,25 GRAY, drag  ch 15m ","35.04","USD","Bradley, Tyler","Bradley, Tyler","558"
"7000-17041-2922000","Murrelektronik","M12 Female 0Â°  PUR 8x0,25 GRAY, drag  ch 20m (Stacklight)","46.31","USD","Bradley, Tyler","Bradley, Tyler","559"
"7000-17041-2923000","Murrelektronik","M12 Female 0Â°  PUR 8x0,25 GRAY, drag  ch 30m ","77.23","USD","Bradley, Tyler","Bradley, Tyler","560"
"7000-40021-2240100","Murrelektronik","M12 male 0Â° / M12 Female 0Â°  PUR 4x0.34 Grey UL/CSA 1m ","9.46","USD","Bradley, Tyler","Bradley, Tyler","561"
"7000-40021-2240200","Murrelektronik","M12 male 0Â° / M12 Female 0Â°  PUR 4x0.34 Grey UL/CSA 2m ","10.84","USD","Bradley, Tyler","Bradley, Tyler","562"
"7000-40021-2240500","Murrelektronik","M12 male 0Â° / M12 Female 0Â°  PUR 4x0.34 Grey UL/CSA 5m","14.89","USD","Bradley, Tyler","Bradley, Tyler","563"
"7000-40021-6540500","Murrelektronik","M12 MALE 0Â° / M12 Female 0Â°  PUR 4X0.34 black UL/CSA, ROBOT, drag  ch 5m (Banner Operator Light)","10.25","USD","Bradley, Tyler","Bradley, Tyler","564"
"7000-12221-6540500","Murrelektronik","M12 Female 0Â° with cable  PUR 4x0.34 bk UL/CSA+robot+drag  ch5m + MOSA M8 MALE 0Â° FIELD-WIREABLE (IDC)  3-Pole., 0,14-0,34mmÂ² ","14.91","USD","Bradley, Tyler","Bradley, Tyler","566"
"7000-50021-9650150","Murrelektronik","7/8"" male 0Â° / 7/8"" Female 0Â°  PUR 5x1.0 Grey  1,5m ","38.74","USD","Bradley, Tyler","Bradley, Tyler","568"
"7000-50021-9650300","Murrelektronik","7/8"" male 0Â° / 7/8"" Female 0Â°  PUR 5x1.0 Grey  3m ","45.74","USD","Bradley, Tyler","Bradley, Tyler","569"
"7000-50021-9650500","Murrelektronik","7/8"" male 0Â° / 7/8"" Female 0Â°  PUR 5x1.0 Grey  5m ","54.84","USD","Bradley, Tyler","Bradley, Tyler","570"
"7000-50021-9651000","Murrelektronik","7/8"" male 0Â° / 7/8"" Female 0Â°  PUR 5x1.0 Grey  10m ","75.01","USD","Bradley, Tyler","Bradley, Tyler","571"
"54610","Murrelektronik","MVK Pro MPNIO DIO8 IOL8 M12L 5P PROFINET, compact module, metal","428.38","USD","Bradley, Tyler","Bradley, Tyler","572"
"BCC-M414-E894-8G-695-EM64N9-100 ","Balluff","10 METER, ENET CABLE STRIAGHT M12 ONE END RJ45 OTHER","30.12","CAD","Bradley, Tyler","Bradley, Tyler","573"
"BCC-A314-0000-10-003-VX44W6-100","Balluff","10 METER, 4 POLE AUX POWER FOR I/O LINK MASTER, 7/8"" CONNECTOR ONE END, FLYING LEAD OTHER","37.03","CAD","Bradley, Tyler","Bradley, Tyler","574"
"BNI000R  ","Balluff","I/O LINK INPUT BLOCK. 8 INPUTS","68.08","CAD","Bradley, Tyler","Bradley, Tyler","575"
"BNI004A    ","Balluff","I/O LINK MASTER BNI EIP-502-105-Z015 IO LINK 4 PORTS","394.27","CAD","Bradley, Tyler","Bradley, Tyler","576"
"BNI006A  ","Balluff","I/O LINK MASTER BNI EIP-508-105-Z015 IO LINK 8 PORTS","329.28","CAD","Bradley, Tyler","Bradley, Tyler","577"
"XVUZ02","Schneider Electric","XVUZ02 FIXING PLATE WITH 100MM POLE BLACK","22.03","CAD","Bradley, Tyler","Bradley, Tyler","578"
"XVUC21B","Schneider Electric","XVUC21B XVU BODY (DC) BLACK","24.51","CAD","Bradley, Tyler","Bradley, Tyler","579"
"XVUC26","Schneider Electric","XVUC28 XVU BLUE LED UNIT","39.61","CAD","Bradley, Tyler","Bradley, Tyler","580"
"XVUC23","Schneider Electric","XVUC23 XVU GREEN LED UNIT","29.21","CAD","Bradley, Tyler","Bradley, Tyler","581"
"XVUC28","Schneider Electric","XVUC28 XVU YELLOW LED UNIT","29.21","CAD","Bradley, Tyler","Bradley, Tyler","582"
"XVUC24","Schneider Electric","XVUC24 XVU RED LED UNIT ","29.21","CAD","Bradley, Tyler","Bradley, Tyler","583"
"XVUC9S","Schneider Electric","XVUC9S XVU BUZZER UNIT BLACK","48.77","CAD","Bradley, Tyler","Bradley, Tyler","584"
"Misc ","Miscellaneous","Adder cost for digital outputs","80","CAD","Bradley, Tyler","Bradley, Tyler","585"
"TL30BBGYRXAXQD","Banner","TL30 Basic Tower Light; Black Housing: 4-Color Audible Indicator; Voltage: 12-30 V dc","111.24","USD","Bradley, Tyler","Bradley, Tyler","586"
"8WD44200EA2","Siemens","Siren element, multi-tone 102 dB, 8 tones + adjustable volume, black, 24 V AC/DC, diameter 70 mm","107","USD","Bradley, Tyler","Bradley, Tyler","587"
"8WD44210GA050AG0","Siemens","Complete unit signaling column, connection element for pipe mounting Pipe 250 mm, base, plastic","133.36","USD","Bradley, Tyler","Bradley, Tyler","588"
"334T30K26M010A3","Molex","CABLE, ASSEMBLY, M29, 4 PIN, SHIELDED, TPE, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 1 METER (3.28 FT), 12 AWG, 25A, 600V","186.97","USD","Bradley, Tyler","Bradley, Tyler","589"
"334T30K26M030A3","Molex","CABLE, ASSEMBLY, M29, 4 PIN, SHIELDED, TPE, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 3 METER (9.84 FT), 12 AWG, 25A, 600V","249.23","USD","Bradley, Tyler","Bradley, Tyler","590"
"334T30K26M050A3","Molex","CABLE, ASSEMBLY, M29, 4 PIN, SHIELDED, TPE, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 5 METER (16.4 FT), 12 AWG, 25A, 600V","312.67","USD","Bradley, Tyler","Bradley, Tyler","591"
"CC4030K17M010G","Molex","CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 1 METER, 10 AWG, 600V, 25A","138.91","USD","Bradley, Tyler","Bradley, Tyler","592"
"CC4030K17M030G","Molex","CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 3 METER, 10 AWG, 600V, 25A","171.09","USD","Bradley, Tyler","Bradley, Tyler","593"
"CC4030K17M050G","Molex","CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 5 METER, 10 AWG, 600V, 25A","202.4","USD","Bradley, Tyler","Bradley, Tyler","594"
"CC4030K17M100G","Molex","CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 10 METER, 10 AWG, 600V, 25A","280.57","USD","Bradley, Tyler","Bradley, Tyler","595"
"CC4030K17M150G","Molex","CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 15 METER, 10 AWG, 600V, 25A","358.77","USD","Bradley, Tyler","Bradley, Tyler","596"
"CC4030K17M200G","Molex","CABLE, ASSEMBLY, M35 4 PIN, MALE STRAIGHT/FEMALE STRAIGHT, TC-ER, FT4, 20 METER, 10 AWG, 600V, 25A","436.97","USD","Bradley, Tyler","Bradley, Tyler","597"
"TC40C40-200G","Molex","CABLE, TEE, M35 4 PIN, MALE/FEMALE/FEMALE, 600V, 25A","125.61","USD","Bradley, Tyler","Bradley, Tyler","598"
"0985 806 100/5M","Lumberg","M12 Ethernet Cable, 4 pin Male Straight, Male Straight, Unshielded, 5m","78.28","USD","Bradley, Tyler","Bradley, Tyler","599"
"RSRK 40-602/5M","Lumberg","Mini DC Cable, 4 pin, 5M","74.33","USD","Bradley, Tyler","Bradley, Tyler","600"
"RST 4-RKT 4-646/2M","Lumberg","M12 cable, 2m","8.02","USD","Bradley, Tyler","Bradley, Tyler","601"
"ASBS 2 M12-S2326","Lumberg","M12 Splitter","44.04","USD","Bradley, Tyler","Bradley, Tyler","602"
"E12A06004M050","Molex","5m D-CODED TO X-CODED CABLE, ETHERNET, INDUSTRIAL, 4 PIN, MICRO, D-CODE MALE-IN-LINE TO 8 PIN, MICRO, X-CODE MALE-IN-LINE, 2 PAIR, CAT5E, 24 AWG, TEAL, UNSHIELDED, STRANDED, TPE HI-FLEX, 5M","80.2","CAD","Bradley, Tyler","Bradley, Tyler","603"
"E12A06004M150","Molex","15m D-CODED TO X-CODED CABLE, ETHERNET, INDUSTRIAL, 4 PIN, MICRO, D-CODE MALE-IN-LINE TO 8 PIN, MICRO, X-CODE MALE-IN-LINE, 2 PAIR, CAT5E, 24 AWG, TEAL, UNSHIELDED, STRANDED, TPE HI-FLEX, 15M ","132.47","CAD","Bradley, Tyler","Bradley, Tyler","604"
"E12A06004M500","Molex","30m D-CODED TO X-CODED CABLE, ETHERNET, INDUSTRIAL, 4 PIN, MICRO, D-CODE MALE-IN-LINE TO 8 PIN, MICRO, X-CODE MALE-IN-LINE, 2 PAIR, CAT5E, 24 AWG, TEAL, UNSHIELDED, STRANDED, TPE HI-FLEX, 50M","344.63","CAD","Bradley, Tyler","Bradley, Tyler","605"
"ECS 5185","ECSl with 4 pinF","ECS, 5185, INTEGRATED DRIVE CONTACTOR PANEL WITH 4 PIN POWER AND FLANGE DISCONNECT (1-CIRCUIT)","2,000","CAD","Bradley, Tyler","Bradley, Tyler","606"
"ECS 5011","ECStebox) - gateD","ECS, 5011, ENTRANCE GATE CONTROL PANEL (GATEBOX) - GATE SWITCH AND KEY NOT INCLUDED","2,400","CAD","Bradley, Tyler","Bradley, Tyler","607"
"ECS 5091","ECS mutingC","ECS, 5091, SAFETY DEVICE JUNCTION BOX WITH MUTING - 2 SAFETY DEVICES","1,700","CAD","Bradley, Tyler","Bradley, Tyler","608"
"TBEN-LG-8DIP-8DOP","Turck","turck IO","164.32","CAD","Bradley, Tyler","Bradley, Tyler","609"
"1732ES-IB8XOBV4","Allen-Bradley","AB field safety","2,024.20","CAD","Bradley, Tyler","Bradley, Tyler","610"
"SCP102D24X-C02","Sola","Sola Ps","549.2","CAD","Bradley, Tyler","Bradley, Tyler","611"
"Tech PLC","Adder","Additional cost for tech PLC","500","CAD","Bradley, Tyler","Bradley, Tyler","612"
"IPC","Adder","Addition costs for IPC","250","CAD","Bradley, Tyler","Bradley, Tyler","613"
"885030K03M050","Molex","5m SENSOR CORD, ASSEMBLY, MICRO 5 PIN DC SINGLE KEY, TPE, MALE-IN-LINE/ FEMALE, 5 METER ","141.16","CAD","Bradley, Tyler","Bradley, Tyler","614"
"885030K03M100","Molex","10m SENSOR CORD, ASSEMBLY, MICRO 5 PIN DC SINGLE KEY, TPE, MALE-IN-LINE/ FEMALE, 10 METER ","232.4","CAD","Bradley, Tyler","Bradley, Tyler","615"
"7000-17001-2920150","Murrelektronik","Guard Switch Cables, 1.5m","14.84","CAD","Bradley, Tyler","Bradley, Tyler","617"
"MiscWire","Miscellaneous","misc multiconductors, communication cables (per meter)","2.5","CAD","Bradley, Tyler","Bradley, Tyler","618"
"VFD Cable","Olflex","VFD cable, per meter","8.45","CAD","Bradley, Tyler","Bradley, Tyler","619"
"MISCHelu","Helukabel","halogen free, per meter","0","CAD","Bradley, Tyler","Bradley, Tyler","620"
"601204","Olflex","power cable, 12AWG, 4 cond cable (qty in meters)","11.24","CAD","Bradley, Tyler","Bradley, Tyler","621"
"DMR-280X-MAX","Cognex","Fixed barcode reader 1.6MP, 16mm HSLL, Half Polarized, Straight","1,795.25","USD","Bradley, Tyler","Bradley, Tyler","622"
"DMR-8700DX-E","Cognex","Handheld corded DM8700DX reader with Ethernet","1,905.75","USD","Bradley, Tyler","Bradley, Tyler","623"
"DMR-8700DX-BE","Cognex","Handheld bluetooth kit DM8700DX w/ Ethernet Base","2,202.75","USD","Bradley, Tyler","Bradley, Tyler","624"
"CCB-PWRIO-05","Cognex","POWER & I/O M12-12 - 5M CABLE","53.78","USD","Bradley, Tyler","Bradley, Tyler","625"
"CCB-PWRIO-10","Cognex","PWR _ I/O M12-12, 10M CABLE","129.5","USD","Bradley, Tyler","Bradley, Tyler","626"
"CCB-PWRIO-15","Cognex","POWER _ I/O M12-12, 15M CABLE","60","USD","Bradley, Tyler","Bradley, Tyler","627"
"CCB-84901-2001-05","Cognex","X-CODED ETHERNET CABLE 5 METER","124.45","USD","Bradley, Tyler","Bradley, Tyler","628"
"CCB-84901-2001-10","Cognex","X-CODED ETHERNET CABLE 10 METER","75.23","USD","Bradley, Tyler","Bradley, Tyler","629"
"CCB-84901-2001-15","Cognex","X-CODED ETHERNET CABLE 20 METER","81.18","USD","Bradley, Tyler","Bradley, Tyler","630"
"CCB-84901-2001-30","Cognex","X-CODED ETHERNET CABLE 30 METER","156.86","USD","Bradley, Tyler","Bradley, Tyler","631"
"4000-73000-0010000","Murrelektronik","MSDD pass-through RJ45 CAT5e femal/femal, design silver","22.18","USD","Bradley, Tyler","Bradley, Tyler","632"
"DMA-MBC-5000-US","Cognex","5000mAh Multi-Bay Charger + US-Style PSU","382.2","USD","Bradley, Tyler","Bradley, Tyler","633"
"DMC-HH-ENET-05","Cognex","Ethernet: Straight 5m PoE RJ45 (host sid","81.9","USD","Bradley, Tyler","Bradley, Tyler","634"
"DMC-HH-ENET-05C","Cognex","Ethernet: Coiled 5m PoE RJ45 (reader sid","163.8","USD","Bradley, Tyler","Bradley, Tyler","635"
"DMC-HHENETM12-05C","Cognex","DM8700 M12 5m coiled Ethernet cable","113.1","USD","Bradley, Tyler","Bradley, Tyler","636"
"CPS-24V-POE1","Cognex","24V INDUSTRIAL/POE INJECT/IS/M","393.9","USD","Bradley, Tyler","Bradley, Tyler","637"
"DMA-WALL-8700","Cognex","Wired handheld reader mount","62.4","USD","Bradley, Tyler","Bradley, Tyler","638"
"DM100-PIVOTM-01","Cognex","BRACKET, PIVOT, DATAMAN","159.9","USD","Bradley, Tyler","Bradley, Tyler","639"
"HR-X300WB","Keyence","Rugged Industrial Handheld Code Reader, Wireless, Dual 2.3 MP CMOS Cameras, White LED Illumination, TOF Sensor, Bluetooth 5.3, Wi-Fi, USB Type-C, IP65/IP67, Drop Resistance 2.5 m, Wireless Charging","2,509","CAD","Bradley, Tyler","Bradley, Tyler","640"
"ZSA2A1L15AC1689","Euchner","57089
Enabling switch ZSA, with 1,5m cable flying lead, incl. Holder","559.82","CAD","Bradley, Tyler","Bradley, Tyler","641"
